date,Monitor ID,NO2 (ppb),NO2 (Plume AQI),VOC (ppb),VOC (Plume AQI),pm 1 (ug/m3),pm 1 (Plume AQI),pm 10 (ug/m3),pm 10 (Plume AQI),pm25 (ug/m3),pm 25 (Plume AQI),latitude,longitude
2022-03-02 13:00:00,13040,57,19,174,13,10,11,40,43,9,17,42.495481,-83.446734
2022-03-02 14:00:00,13260,48,19,181,11,6,14,36,38,13,23,42.33949,-83.276548
2022-03-02 15:00:00,13890,56,14,176,13,7,26,39,34,26,28,42.683318,-83.196997
2022-03-02 16:00:00,13170,56,6,179,14,4,25,38,43,13,22,42.607742,-83.187681
2022-03-02 17:00:00,13270,54,9,181,12,6,27,32,43,3,24,42.574851,-83.594795
2022-03-02 18:00:00,13820,52,6,178,17,5,18,37,41,9,31,42.476244,-83.211754
2022-03-02 19:00:00,13330,51,12,175,14,5,17,41,40,22,28,42.554592,-83.182454
2022-03-02 20:00:00,13070,52,12,183,13,5,16,29,45,13,28,42.498712,-83.275336
2022-03-02 21:00:00,13770,60,20,178,12,7,16,28,35,5,29,42.54634,-83.554274
2022-03-02 22:00:00,13560,51,7,177,14,6,14,30,46,15,24,42.630034,-83.630783
2022-03-02 23:00:00,13180,54,10,173,14,4,22,41,41,12,27,42.20625,-83.49791
2022-03-03 00:00:00,13920,56,5,184,12,8,10,35,36,4,23,42.614104,-83.169511
2022-03-03 01:00:00,13890,53,18,181,14,7,16,34,42,4,22,42.226013,-83.27406
2022-03-03 02:00:00,13530,50,16,180,14,6,23,30,40,22,27,42.406013,-83.154511
2022-03-03 03:00:00,13600,52,16,184,15,4,10,29,48,5,18,42.555064,-83.662568
2022-03-03 04:00:00,13110,53,19,177,13,4,19,32,40,13,19,42.659707,-83.191864
2022-03-03 05:00:00,13730,51,25,184,15,7,7,37,45,14,19,42.333981,-83.208426
2022-03-03 06:00:00,13860,52,19,165,13,9,23,42,41,12,15,42.316984,-83.660332
2022-03-03 07:00:00,13580,52,2,178,12,6,13,29,39,10,19,42.304524,-83.159748
2022-03-03 08:00:00,13020,52,5,176,14,7,8,41,37,9,22,42.323787,-83.19935
2022-03-03 09:00:00,13990,50,12,177,13,6,19,45,43,7,26,42.320693,-83.320193
2022-03-03 10:00:00,13520,51,4,181,13,8,19,42,38,11,22,42.214875,-83.155003
2022-03-03 11:00:00,13590,54,8,175,12,7,22,46,40,10,31,42.482023,-83.518111
2022-03-03 12:00:00,13350,50,7,183,15,2,20,42,37,8,13,42.467799,-83.423655
2022-03-03 13:00:00,13200,52,19,173,15,8,21,33,45,11,22,42.266886,-83.400569
2022-03-03 14:00:00,13640,54,18,180,12,8,16,32,39,25,33,42.500199,-83.478891
2022-03-03 15:00:00,13130,50,13,181,13,9,25,32,42,18,23,42.413667,-83.289481
2022-03-03 16:00:00,13620,52,17,185,15,9,14,35,38,17,21,42.60475,-83.449167
2022-03-03 17:00:00,13980,52,13,180,13,3,17,38,37,7,32,42.275754,-83.605675
2022-03-03 18:00:00,13170,50,6,176,14,5,22,37,38,9,34,42.29253,-83.586257
2022-03-03 19:00:00,13570,51,19,185,15,7,23,24,43,18,25,42.314661,-83.252589
2022-03-03 20:00:00,13640,53,20,182,14,3,25,26,40,12,22,42.627086,-83.361616
2022-03-03 21:00:00,13810,57,11,177,12,6,20,29,40,19,32,42.664525,-83.528557
2022-03-03 22:00:00,13270,51,7,186,13,7,21,39,39,4,29,42.318646,-83.525099
2022-03-03 23:00:00,13800,55,14,188,14,6,22,32,42,10,17,42.534338,-83.554918
2022-03-04 00:00:00,13110,50,23,185,13,4,13,31,43,16,26,42.53594,-83.21066
2022-03-04 01:00:00,13960,53,6,181,13,6,25,40,35,17,29,42.362711,-83.564909
2022-03-04 02:00:00,13050,54,10,175,16,9,10,41,43,10,27,42.37013,-83.565163
2022-03-04 03:00:00,13330,49,5,188,14,8,16,39,44,5,29,42.215812,-83.408951
2022-03-04 04:00:00,13270,52,15,174,12,5,8,46,39,9,26,42.596504,-83.49818
2022-03-04 05:00:00,13940,52,7,182,15,2,7,30,37,16,23,42.37759,-83.404284
2022-03-04 06:00:00,13520,54,15,186,13,6,25,55,45,12,20,42.63069,-83.467404
2022-03-04 07:00:00,13990,45,18,178,13,6,21,46,43,10,31,42.578559,-83.245644
2022-03-04 08:00:00,13210,46,12,180,14,4,23,31,45,10,27,42.661315,-83.171823
2022-03-04 10:00:00,13790,51,3,185,15,7,14,47,39,8,34,42.653135,-83.338215
2022-03-04 11:00:00,13890,54,18,181,15,7,13,37,40,16,29,42.560076,-83.61529
2022-03-04 12:00:00,13710,59,13,174,13,6,15,38,43,12,31,42.484781,-83.5752
2022-03-04 13:00:00,13210,52,19,183,14,5,13,33,40,12,30,42.34817,-83.695515
2022-03-04 14:00:00,13220,49,17,174,14,5,19,30,38,23,33,42.307042,-83.32918
2022-03-04 15:00:00,13760,50,14,180,15,6,25,38,42,18,26,42.203203,-83.544866
2022-03-04 16:00:00,13760,54,13,186,14,8,20,44,44,12,27,42.229949,-83.67891
2022-03-04 17:00:00,13810,55,10,180,11,8,13,49,38,19,23,42.583417,-83.707554
2022-03-04 18:00:00,13050,52,16,181,12,6,24,33,40,12,32,42.447748,-83.370321
2022-03-04 19:00:00,13330,51,17,183,13,5,21,41,40,17,28,42.601697,-83.489617
2022-03-04 20:00:00,13940,49,6,173,13,5,21,33,44,3,21,42.474803,-83.455561
2022-03-04 21:00:00,13700,60,4,179,12,1,3,45,35,11,23,42.336867,-83.426719
2022-03-04 22:00:00,13050,50,11,176,14,6,11,45,36,18,29,42.201146,-83.200539
2022-03-04 23:00:00,13150,52,18,169,14,9,19,31,39,15,38,42.221466,-83.645146
2022-03-05 00:00:00,13760,47,11,182,13,8,15,35,42,11,20,42.670854,-83.278512
2022-03-05 01:00:00,13480,50,11,179,13,7,10,34,39,11,27,42.540193,-83.354188
2022-03-05 02:00:00,13010,56,9,176,14,7,7,36,43,19,22,42.460405,-83.416833
2022-03-05 03:00:00,13780,51,14,181,15,7,8,28,44,15,23,42.451913,-83.53761
2022-03-05 04:00:00,13400,50,10,182,14,8,19,44,41,12,23,42.406315,-83.3154
2022-03-05 05:00:00,13820,51,12,173,14,8,14,39,36,13,22,42.603477,-83.553177
2022-03-05 07:00:00,13120,56,12,178,13,3,12,35,38,17,33,42.626188,-83.585392
2022-03-05 08:00:00,13740,58,14,176,14,9,18,41,40,6,40,42.273316,-83.355855
2022-03-05 09:00:00,13090,48,13,186,12,7,10,44,46,15,32,42.299677,-83.224121
2022-03-05 10:00:00,13420,52,3,185,12,5,22,31,39,24,20,42.65855,-83.411884
2022-03-05 11:00:00,13120,53,11,178,15,6,13,33,36,8,25,42.408019,-83.453182
2022-03-05 12:00:00,13120,50,16,180,13,8,22,32,54,10,36,42.200599,-83.651962
2022-03-05 13:00:00,13190,54,15,180,13,5,15,32,35,15,16,42.592173,-83.411427
2022-03-05 14:00:00,13780,50,23,179,14,6,16,40,38,3,27,42.671797,-83.352869
2022-03-05 15:00:00,13210,53,15,179,12,10,4,40,41,13,23,42.273356,-83.279362
2022-03-05 16:00:00,13090,51,13,186,13,6,19,43,54,3,20,42.38459,-83.376676
2022-03-05 17:00:00,13320,57,11,173,16,5,9,46,42,8,22,42.562467,-83.399882
2022-03-05 18:00:00,13710,52,1,181,14,9,20,36,46,12,22,42.268548,-83.703493
2022-03-05 19:00:00,13370,56,14,174,15,6,18,33,37,19,25,42.506305,-83.266522
2022-03-05 20:00:00,13060,53,4,178,13,5,21,48,45,10,27,42.428874,-83.51054
2022-03-05 21:00:00,13200,59,28,178,13,6,23,36,43,7,25,42.500564,-83.399325
2022-03-05 22:00:00,13960,52,5,185,16,10,8,39,48,2,15,42.646791,-83.19404
2022-03-05 23:00:00,13830,46,20,179,15,4,18,30,35,16,24,42.247445,-83.553073
2022-03-06 00:00:00,13060,45,21,179,14,9,8,27,36,15,22,42.233795,-83.592654
2022-03-06 01:00:00,13390,51,17,176,14,6,24,36,41,24,24,42.677658,-83.244696
2022-03-06 02:00:00,13970,48,16,183,13,5,10,38,34,21,15,42.428585,-83.198004
2022-03-06 03:00:00,13680,50,12,187,13,4,14,35,39,20,28,42.423303,-83.479559
2022-03-06 04:00:00,13290,54,8,186,14,8,16,38,41,11,32,42.532626,-83.289281
2022-03-06 05:00:00,13650,60,2,174,14,6,18,36,49,17,22,42.678947,-83.158999
2022-03-06 06:00:00,13750,55,13,184,13,6,27,39,43,11,22,42.421902,-83.546549
2022-03-06 07:00:00,13860,50,18,174,13,6,16,29,37,13,15,42.610667,-83.401516
2022-03-06 08:00:00,13500,55,24,180,16,8,10,21,39,21,27,42.49209,-83.359353
2022-03-06 09:00:00,13220,57,19,185,12,4,22,35,41,4,18,42.55161,-83.521417
2022-03-06 10:00:00,13210,53,13,180,13,9,17,38,45,17,25,42.358223,-83.565304
2022-03-06 11:00:00,13710,53,4,181,12,4,14,43,37,16,23,42.356168,-83.683708
2022-03-06 12:00:00,13090,55,15,181,14,6,21,34,36,13,26,42.617327,-83.59485
2022-03-06 13:00:00,13370,57,3,178,15,8,13,28,36,13,28,42.589627,-83.62713
2022-03-06 14:00:00,13470,48,7,174,12,3,20,39,43,8,30,42.596612,-83.659315
2022-03-06 15:00:00,13510,54,25,180,12,7,19,49,36,14,25,42.450167,-83.356715
2022-03-06 16:00:00,13510,52,17,182,13,6,18,32,49,12,37,42.21227,-83.642748
2022-03-06 17:00:00,13040,51,12,184,12,6,16,40,32,20,25,42.629852,-83.513241
2022-03-06 18:00:00,13200,54,6,184,13,9,15,30,41,20,20,42.200665,-83.480229
2022-03-06 19:00:00,13460,51,15,182,14,7,19,37,30,11,30,42.597011,-83.529877
2022-03-06 20:00:00,13160,50,17,179,14,6,28,22,45,13,33,42.59342,-83.468936
2022-03-06 21:00:00,13050,50,7,178,13,8,15,36,41,22,29,42.59005,-83.178785
2022-03-06 22:00:00,13800,51,5,176,12,5,18,41,46,6,30,42.628671,-83.321586
2022-03-06 23:00:00,13860,47,9,178,14,5,25,51,42,6,17,42.267311,-83.627798
2022-03-07 00:00:00,13850,47,8,179,13,5,19,33,42,13,32,42.286297,-83.402213
2022-03-07 01:00:00,13940,54,14,185,13,3,19,31,45,12,24,42.617395,-83.225718
2022-03-07 02:00:00,13100,50,9,178,14,5,22,49,42,8,34,42.290461,-83.695176
2022-03-07 03:00:00,13630,50,5,180,15,9,18,42,42,15,23,42.470638,-83.376886
2022-03-07 04:00:00,13100,52,12,184,13,5,27,42,36,24,22,42.508086,-83.273918
2022-03-07 05:00:00,14000,52,18,175,13,4,14,38,39,9,33,42.414802,-83.306912
2022-03-07 06:00:00,13750,49,8,181,14,6,14,43,40,8,34,42.489469,-83.222839
2022-03-07 07:00:00,13220,53,3,172,14,5,11,34,53,7,13,42.31764,-83.425941
2022-03-07 08:00:00,13790,52,7,173,13,3,18,39,45,5,41,42.453722,-83.504463
2022-03-07 10:00:00,13480,53,12,180,13,7,20,40,43,4,27,42.314572,-83.198211
2022-03-07 11:00:00,13140,54,19,172,14,8,19,37,43,16,23,42.50505,-83.602251
2022-03-07 12:00:00,13630,52,12,184,13,3,22,41,42,20,20,42.343843,-83.651956
2022-03-07 13:00:00,13040,56,12,176,14,4,10,41,39,19,31,42.694304,-83.257459
2022-03-07 14:00:00,13310,51,25,170,14,7,11,41,42,16,22,42.421398,-83.557699
2022-03-07 15:00:00,13760,51,20,182,13,4,19,41,42,8,34,42.437719,-83.213334
2022-03-07 16:00:00,13520,50,18,181,13,6,17,33,41,12,19,42.587561,-83.486808
2022-03-07 17:00:00,13960,55,20,188,14,8,13,36,45,11,18,42.639418,-83.506376
2022-03-07 18:00:00,13420,49,7,178,15,7,30,32,41,17,27,42.255389,-83.178246
2022-03-07 19:00:00,13930,55,0,184,13,6,19,23,46,10,22,42.593783,-83.589602
2022-03-07 20:00:00,13920,51,13,176,14,7,13,39,37,14,17,42.607438,-83.172467
2022-03-07 21:00:00,13310,53,22,174,12,3,8,33,37,16,24,42.634094,-83.504583
2022-03-07 22:00:00,13110,45,15,186,13,9,14,48,38,4,38,42.543519,-83.636125
2022-03-07 23:00:00,13580,50,16,189,13,7,17,38,37,10,30,42.548124,-83.255627
2022-03-08 00:00:00,13000,52,13,183,13,4,29,35,38,7,30,42.498677,-83.409601
2022-03-08 01:00:00,13800,49,9,183,14,2,18,30,43,9,26,42.645623,-83.463488
2022-03-08 02:00:00,13680,49,2,182,13,8,15,36,38,24,26,42.247372,-83.297509
2022-03-08 03:00:00,13940,52,6,175,14,5,25,46,48,13,22,42.347045,-83.613087
2022-03-08 04:00:00,13690,53,12,171,13,7,17,37,35,9,25,42.306758,-83.311284
2022-03-08 05:00:00,13420,52,13,174,11,10,13,33,36,11,32,42.276882,-83.226235
2022-03-08 06:00:00,13490,51,13,179,13,3,16,33,40,19,32,42.457482,-83.554583
2022-03-08 07:00:00,13960,50,10,176,13,3,16,28,40,16,25,42.451899,-83.402464
2022-03-08 08:00:00,13580,54,17,183,14,6,8,35,37,15,25,42.533254,-83.466076
2022-03-08 09:00:00,13650,44,0,186,14,6,22,32,41,22,24,42.658371,-83.367279
2022-03-08 10:00:00,13950,53,14,187,14,6,21,43,48,8,25,42.236129,-83.662833
2022-03-08 11:00:00,13280,58,23,176,14,4,14,47,40,9,24,42.599208,-83.577892
2022-03-08 12:00:00,13310,45,8,179,12,7,20,36,39,14,20,42.56521,-83.163466
2022-03-08 13:00:00,13130,54,21,169,13,5,11,45,38,8,27,42.356763,-83.719607
2022-03-08 14:00:00,13810,56,12,181,13,11,23,25,42,7,17,42.373986,-83.34523
2022-03-08 15:00:00,13510,53,7,173,13,6,23,41,41,11,29,42.358505,-83.416708
2022-03-08 16:00:00,13770,52,1,184,14,7,22,37,36,14,22,42.440154,-83.628197
2022-03-08 17:00:00,13280,55,11,176,14,6,21,41,34,4,31,42.282967,-83.231586
2022-03-08 18:00:00,13700,57,5,181,14,9,24,38,45,14,11,42.545709,-83.316292
2022-03-08 19:00:00,13150,50,17,172,14,6,15,37,42,9,28,42.454362,-83.29299
2022-03-08 21:00:00,13890,50,17,187,13,5,23,47,38,15,15,42.650048,-83.637942
2022-03-08 22:00:00,13710,53,17,177,14,5,14,43,36,10,14,42.263877,-83.559203
2022-03-08 23:00:00,13860,52,12,181,14,8,10,45,39,1,28,42.538577,-83.480238
2022-03-09 00:00:00,13280,52,11,186,15,4,12,42,47,13,34,42.511419,-83.415942
2022-03-09 01:00:00,13030,52,10,190,14,6,18,40,41,8,28,42.27803,-83.471463
2022-03-09 02:00:00,13430,56,7,180,14,6,20,33,42,24,29,42.226751,-83.393243
2022-03-09 03:00:00,13600,48,3,174,13,6,22,29,41,9,32,42.639304,-83.707054
2022-03-09 04:00:00,13900,56,13,183,13,8,22,32,42,18,18,42.336839,-83.385948
2022-03-09 05:00:00,13560,54,9,182,13,5,6,38,39,7,30,42.402778,-83.271033
2022-03-09 06:00:00,13730,52,21,183,12,3,21,33,38,11,25,42.687038,-83.41565
2022-03-09 07:00:00,13610,49,17,174,14,8,24,36,42,18,17,42.429359,-83.435727
2022-03-09 08:00:00,13380,50,18,180,15,6,14,39,33,10,6,42.58829,-83.503765
2022-03-09 09:00:00,13120,53,12,173,12,8,12,32,41,16,28,42.674812,-83.444898
2022-03-09 10:00:00,13750,51,18,176,15,2,15,46,42,19,24,42.414305,-83.24907
2022-03-09 11:00:00,13130,50,0,174,13,5,19,43,42,16,27,42.57041,-83.248481
2022-03-09 12:00:00,13860,52,9,181,15,9,14,36,45,18,30,42.531591,-83.698538
2022-03-09 13:00:00,13220,51,1,176,15,7,16,36,40,18,37,42.438752,-83.578952
2022-03-09 14:00:00,13250,53,11,175,14,8,14,39,38,17,16,42.218444,-83.710879
2022-03-09 15:00:00,13140,54,24,186,14,5,22,41,45,16,29,42.400121,-83.670875
2022-03-09 16:00:00,13120,54,3,182,14,4,21,31,35,16,17,42.667116,-83.30555
2022-03-09 17:00:00,13150,43,21,185,14,5,16,33,40,6,39,42.265334,-83.184119
2022-03-09 18:00:00,13840,52,13,180,14,4,10,31,45,13,14,42.289166,-83.663655
2022-03-09 19:00:00,13260,55,9,174,12,6,14,26,36,10,35,42.29664,-83.534572
2022-03-09 20:00:00,13730,51,18,180,14,6,20,30,44,23,38,42.520933,-83.683979
2022-03-09 21:00:00,13950,52,2,184,14,7,27,45,39,18,33,42.234507,-83.489362
2022-03-09 22:00:00,13150,50,9,175,13,6,27,34,39,11,25,42.524446,-83.611401
2022-03-09 23:00:00,13290,51,10,185,15,7,22,42,38,19,36,42.690212,-83.256193
2022-03-10 00:00:00,13790,54,21,180,15,8,11,39,31,13,34,42.359563,-83.228753
2022-03-10 01:00:00,13420,54,15,176,14,10,15,36,40,25,23,42.51615,-83.348254
2022-03-10 02:00:00,13690,52,4,187,13,7,17,38,45,6,33,42.655678,-83.188352
2022-03-10 03:00:00,13660,49,16,177,14,5,13,39,38,14,30,42.644782,-83.155329
2022-03-10 04:00:00,13990,52,9,177,12,7,24,45,39,11,30,42.637475,-83.642832
2022-03-10 05:00:00,13610,51,10,174,13,6,20,35,36,20,27,42.382976,-83.358234
2022-03-10 06:00:00,13140,54,14,177,14,4,11,41,43,6,28,42.502821,-83.332888
2022-03-10 07:00:00,13390,51,1,181,14,4,7,36,43,8,25,42.480902,-83.552991
2022-03-10 08:00:00,13450,51,15,183,12,4,26,34,41,5,27,42.457814,-83.282358
2022-03-10 09:00:00,13950,55,0,173,13,7,21,35,42,10,29,42.404044,-83.605861
2022-03-10 10:00:00,13990,53,5,177,14,7,10,36,44,6,36,42.407172,-83.190879
2022-03-10 11:00:00,13070,50,21,186,15,6,21,31,44,3,21,42.524547,-83.355347
2022-03-10 12:00:00,13000,45,9,182,14,8,11,31,42,11,33,42.692184,-83.460703
2022-03-10 13:00:00,13210,54,14,190,14,3,21,29,34,21,28,42.601448,-83.382172
2022-03-10 14:00:00,13130,49,15,182,14,7,17,37,42,17,31,42.425911,-83.510223
2022-03-10 15:00:00,13770,54,14,182,14,6,30,38,40,21,32,42.402668,-83.467817
2022-03-10 16:00:00,13600,54,7,182,12,10,18,38,44,19,15,42.677947,-83.707485
2022-03-10 17:00:00,13690,56,15,182,13,4,21,37,46,8,38,42.405721,-83.177713
2022-03-10 18:00:00,13730,57,15,182,14,7,12,38,45,1,20,42.410541,-83.637368
2022-03-10 19:00:00,13690,55,22,172,13,8,16,41,40,11,28,42.534877,-83.686021
2022-03-10 20:00:00,13440,46,18,185,11,8,7,21,44,26,33,42.388796,-83.423494
2022-03-10 23:00:00,13020,52,14,172,13,6,19,45,45,14,26,42.497197,-83.690618
2022-03-11 00:00:00,13520,50,8,176,13,7,14,41,39,6,14,42.31668,-83.517957
2022-03-11 01:00:00,13570,56,17,170,13,6,19,32,43,21,34,42.333914,-83.582884
2022-03-11 02:00:00,13620,53,28,181,16,5,20,34,44,9,25,42.328653,-83.551681
2022-03-11 04:00:00,13960,58,22,169,14,4,25,44,37,9,31,42.569321,-83.446504
2022-03-11 05:00:00,13370,51,5,181,15,5,18,41,42,6,23,42.41627,-83.479401
2022-03-11 06:00:00,13590,52,8,174,12,5,14,39,49,16,29,42.250403,-83.655973
2022-03-11 07:00:00,13060,49,12,176,13,7,4,33,44,12,17,42.510679,-83.609279
2022-03-11 08:00:00,13440,53,14,179,12,8,12,45,45,10,23,42.46965,-83.649421
2022-03-11 09:00:00,13200,50,6,174,16,8,13,26,35,15,26,42.379941,-83.751616
2022-03-11 10:00:00,13690,56,13,182,14,6,17,38,39,7,18,41.829074,-84.799743
2022-03-11 11:00:00,13500,50,12,188,14,8,24,40,38,14,26,42.131896,-84.821043
2022-03-11 12:00:00,13900,47,2,176,14,5,6,41,46,6,19,42.613375,-84.719528
2022-03-11 13:00:00,13380,49,13,176,16,3,26,34,42,16,25,42.71481,-84.436255
2022-03-11 14:00:00,13520,55,13,180,14,10,19,32,39,9,25,42.250508,-84.063566
2022-03-11 15:00:00,13740,53,15,177,13,0,22,41,42,16,26,42.615337,-83.895362
2022-03-11 16:00:00,13180,52,0,188,12,6,27,41,42,25,32,42.474684,-83.809148
2022-03-11 17:00:00,13050,50,12,181,14,7,15,30,36,5,35,42.598973,-83.847505
2022-03-11 18:00:00,13970,54,19,176,14,4,7,36,37,10,32,42.187208,-84.411499
2022-03-11 21:00:00,13600,52,29,179,14,6,26,39,33,19,18,42.351483,-84.772374
2022-03-11 22:00:00,13590,54,17,179,15,5,23,39,42,9,33,42.369809,-83.906174
2022-03-11 23:00:00,13120,47,12,183,13,6,11,31,34,13,31,42.037572,-83.762207
2022-03-12 00:00:00,13940,51,8,180,11,4,26,39,39,13,18,42.296622,-84.740333
2022-03-12 01:00:00,13010,53,7,173,13,6,18,39,47,21,32,42.309236,-84.41211
2022-03-12 02:00:00,13410,53,5,180,15,7,17,44,36,13,34,41.948589,-84.626598
2022-03-12 03:00:00,13890,50,17,180,13,6,30,27,38,5,30,42.457652,-84.555325
2022-03-12 04:00:00,13220,48,18,179,14,7,8,44,36,15,18,42.07537,-84.299984
2022-03-12 05:00:00,13580,57,14,177,14,7,5,42,45,15,28,42.597439,-84.540385
2022-03-12 06:00:00,13440,54,14,182,11,7,11,31,46,22,30,42.595421,-84.186411
2022-03-12 07:00:00,13980,54,9,181,14,7,13,32,43,16,26,42.063797,-84.237674
2022-03-12 08:00:00,13360,54,23,184,13,3,32,34,46,3,22,42.01411,-84.693718
2022-03-12 09:00:00,13210,55,19,176,15,7,21,35,39,9,27,42.705756,-84.769157
2022-03-12 10:00:00,13500,50,19,181,13,6,21,28,49,9,31,42.500776,-84.612083
2022-03-12 11:00:00,13100,52,23,172,13,5,8,41,37,12,19,42.273851,-84.839701
2022-03-12 12:00:00,13320,48,14,172,14,9,21,32,40,14,25,42.336507,-84.250267
2022-03-12 13:00:00,13550,51,23,180,13,10,27,32,42,10,25,41.968191,-84.065011
2022-03-12 14:00:00,13190,54,4,185,13,6,15,28,34,19,29,42.557093,-84.584986
2022-03-12 15:00:00,13770,54,19,170,13,3,2,28,40,22,30,42.414059,-84.606759
2022-03-12 16:00:00,13330,57,7,175,14,7,26,32,46,10,34,42.488981,-84.663485
2022-03-12 17:00:00,13920,52,6,175,13,8,23,37,37,18,24,42.609397,-84.04201
2022-03-12 18:00:00,13830,51,19,178,15,7,18,40,44,9,25,41.843061,-84.532163
2022-03-12 19:00:00,13380,54,7,182,12,8,20,39,46,17,21,42.787951,-84.454369
2022-03-12 20:00:00,13180,55,10,177,15,9,11,38,44,7,27,42.115679,-84.736584
2022-03-12 21:00:00,13460,51,27,192,14,10,23,34,46,8,23,42.223176,-83.983169
2022-03-12 22:00:00,13690,47,14,170,13,5,10,33,40,7,20,42.53881,-84.609031
2022-03-12 23:00:00,13180,52,10,170,15,4,16,40,33,21,31,42.435706,-84.466478
2022-03-13 00:00:00,13880,58,20,177,13,4,17,34,44,17,21,41.86842,-84.55495
2022-03-13 01:00:00,13180,52,3,180,12,6,10,32,42,19,18,41.962462,-84.015447
2022-03-13 02:00:00,13570,56,13,186,13,8,12,39,38,16,28,42.44766,-83.937359
2022-03-13 03:00:00,13610,56,15,175,13,10,15,39,39,9,20,42.725644,-84.265966
2022-03-13 04:00:00,13430,50,18,172,14,7,18,33,36,5,32,42.636789,-83.763056
2022-03-13 05:00:00,13150,51,9,184,14,6,18,30,45,17,30,42.125797,-84.268847
2022-03-13 06:00:00,13600,49,10,180,14,6,21,37,37,8,22,42.003194,-84.394228
2022-03-13 07:00:00,13740,59,11,177,14,9,18,40,43,18,30,42.161019,-83.962395
2022-03-13 08:00:00,13310,51,14,174,14,9,23,49,48,17,20,42.575258,-84.186457
2022-03-13 09:00:00,13320,54,14,171,13,6,19,31,40,18,25,42.775118,-83.80701
2022-03-13 10:00:00,13950,49,25,183,13,5,9,33,39,11,25,42.139032,-83.907544
2022-03-13 11:00:00,13350,47,9,185,16,7,13,34,43,16,25,41.847355,-84.800835
2022-03-13 12:00:00,13320,51,21,180,14,4,13,44,43,7,19,42.333868,-84.000547
2022-03-13 13:00:00,13420,51,5,174,12,7,19,34,44,6,25,42.241747,-83.707334
2022-03-13 14:00:00,13250,47,18,168,13,10,22,47,44,24,18,42.659274,-84.137782
2022-03-13 16:00:00,13280,53,10,178,13,7,10,49,36,14,24,42.420247,-84.71385
2022-03-13 17:00:00,13960,52,6,178,13,7,12,21,40,21,29,42.395114,-84.756288
2022-03-13 18:00:00,13400,50,13,177,13,4,17,42,43,14,30,42.063091,-84.362292
2022-03-13 20:00:00,13090,58,23,184,13,2,16,36,42,14,15,42.110298,-84.454577
2022-03-13 21:00:00,13080,53,6,184,13,5,3,42,33,18,36,42.549356,-84.788743
2022-03-13 22:00:00,13790,47,4,177,14,0,22,32,39,17,18,41.902985,-83.674152
2022-03-13 23:00:00,13670,56,15,182,13,6,15,30,35,5,19,42.442407,-84.473925
2022-03-14 00:00:00,13610,54,18,174,13,2,14,37,43,7,24,42.534844,-84.256355
2022-03-14 01:00:00,13880,50,19,178,14,8,10,42,39,11,26,42.373331,-84.607304
2022-03-14 02:00:00,13090,52,9,180,14,8,24,51,33,11,24,42.186082,-83.871656
2022-03-14 03:00:00,13540,55,11,182,13,8,15,37,44,14,25,42.305213,-84.381248
2022-03-14 04:00:00,13460,56,15,183,14,10,21,46,37,12,17,42.699732,-84.093824
2022-03-14 05:00:00,13670,56,7,174,13,6,14,25,42,16,26,42.528627,-83.641781
2022-03-14 06:00:00,13720,56,3,174,12,6,17,42,41,8,19,42.531017,-84.158477
2022-03-14 08:00:00,13340,53,14,175,13,10,21,25,38,3,30,42.691645,-84.409721
2022-03-14 09:00:00,13960,57,3,175,16,5,24,37,34,16,23,41.827318,-84.088319
2022-03-14 10:00:00,13410,53,18,182,14,3,13,30,42,10,33,42.490694,-84.206067
2022-03-14 11:00:00,13390,52,14,185,14,6,21,37,36,12,34,42.043251,-84.12687
2022-03-14 12:00:00,13780,49,6,183,12,7,21,35,37,17,16,42.768575,-83.913274
2022-03-14 13:00:00,13700,52,17,182,13,8,18,40,42,15,12,42.717395,-84.455089
2022-03-14 14:00:00,13440,48,21,180,14,7,25,41,42,7,26,42.357577,-83.790877
2022-03-14 15:00:00,13530,49,4,175,15,8,19,28,39,7,32,41.858511,-84.183372
2022-03-14 16:00:00,13510,50,19,184,13,11,17,35,41,12,24,42.027925,-84.326398
2022-03-14 17:00:00,13590,50,15,177,13,3,22,33,39,8,24,41.859456,-84.336874
2022-03-14 18:00:00,13840,53,19,175,14,3,15,32,40,8,17,42.513924,-84.278579
2022-03-14 20:00:00,13650,52,14,180,13,8,25,28,42,17,29,41.917237,-84.047288
2022-03-14 21:00:00,13400,57,19,179,14,6,10,51,42,23,33,42.61462,-84.745851
2022-03-14 22:00:00,13120,54,20,179,15,4,19,30,30,11,15,42.631617,-84.621885
2022-03-14 23:00:00,13140,51,18,169,13,5,9,32,39,6,26,42.407231,-83.863229
2022-03-15 00:00:00,13300,56,10,184,14,9,16,20,37,20,18,42.496273,-84.392054
2022-03-15 01:00:00,13190,50,14,182,13,1,19,37,42,2,29,42.521085,-84.589186
2022-03-15 02:00:00,13230,51,9,181,11,9,27,40,38,7,25,42.576226,-83.663106
2022-03-15 03:00:00,13300,58,9,172,11,9,18,29,45,12,26,42.711804,-83.67467
2022-03-15 04:00:00,13690,54,12,175,14,9,24,33,45,7,28,42.2365,-84.018744
2022-03-15 05:00:00,13830,53,3,182,14,7,14,37,44,8,33,42.00625,-84.178299
2022-03-15 06:00:00,13210,49,21,188,13,7,13,43,38,4,20,42.487896,-84.502418
2022-03-15 07:00:00,13900,48,15,175,14,7,25,40,40,16,29,42.158526,-84.277656
2022-03-15 08:00:00,13680,54,5,180,14,13,2,39,43,10,26,41.943275,-84.316706
